,neighborhood,latitude,longitude,price,size_in_sqft,price_per_sqft,no_of_bedrooms,no_of_bathrooms,quality,maid_room,unfurnished,balcony,barbecue_area,built_in_wardrobes,central_ac,childrens_play_area,childrens_pool,concierge,covered_parking,kitchen_appliances,lobby_in_building,maid_service,networked,pets_allowed,private_garden,private_gym,private_jacuzzi,private_pool,security,shared_gym,shared_pool,shared_spa,study,vastu_compliant,view_of_landmark,view_of_water,walk_in_closet,num_venues,venue_senti,num_stations
116,BURJ KHALIFA,25.191753,55.27281800000001,1400000,860,1627.91,1,2,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
117,BURJ KHALIFA,25.189554,55.273783,2300000,1338,1718.98,2,3,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
118,BUSINESS BAY,25.185823000000003,55.291922,2300000,1442,1595.01,2,3,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
119,AL THANYAH THIRD,25.090953,55.16954200000001,1335000,1336,999.25,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
120,BURJ KHALIFA,25.187093,55.278912,2200000,1891,1163.41,3,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
121,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.11576,55.248755,1100000,1087,1011.96,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.200000000000001,0
122,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.11576,55.248755,700000,646,1083.59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.200000000000001,0
123,AL HEBIAH FOURTH,25.031902,55.223079000000006,700000,883,792.75,2,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,12,8.208333333333334,0
124,AL WASL,25.200221,55.264588,3680000,2574,1429.68,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8.72888888888889,0
125,BURJ KHALIFA,25.195926,55.28318,10000000,3399,2942.04,4,5,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,100,8.701,1
126,BURJ KHALIFA,25.194935,55.282665,2200000,1447,1520.39,2,2,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.701,1
127,BURJ KHALIFA,25.193542,55.277061,1820000,1185,1535.86,1,2,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,100,8.701,1
128,NAKHLAT JUMEIRA,25.111902,55.138103,655888,380,1726.02,0,1,2,0,0,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1,1,99,8.488888888888889,0
129,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.109367,55.247980000000005,2300000,1953,1177.68,3,5,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,3,8.200000000000001,0
130,AL WASL,25.204462,55.262161,3200000,1830,1748.63,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,8.72888888888889,0
131,MARSA DUBAI,25.073593,55.137516000000005,2175000,1385,1570.4,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,100,8.448,0
132,AL BARSHA SOUTH FOURTH,25.068608,55.207423,700000,846,827.42,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4,8.275,0
133,MARSA DUBAI,25.072396,55.132386,850000,759,1119.89,2,2,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,100,8.448,0
134,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.106147,55.246977,1066888,718,1485.92,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,8.200000000000001,0
135,NAKHLAT JUMEIRA,25.106964,55.111349,2500000,1356,1843.66,2,3,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,99,8.488888888888889,0
136,AL BARSHA SOUTH FOURTH,25.056225,55.20458000000001,1502000,1460,1028.77,3,3,2,0,1,1,0,1,1,1,1,0,1,0,1,0,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,4,8.275,0
137,NADD HESSA,25.123141,55.398644,860000,1800,477.78,2,3,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,34,7.458823529411765,0
138,BURJ KHALIFA,25.186836,55.276951,1000000,915,1092.9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
139,MARSA DUBAI,25.077327,55.140317,850000,545,1559.63,0,2,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,0,0,100,8.448,0
140,BURJ KHALIFA,25.194547,55.282429,3400000,1566,2171.14,2,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,100,8.701,1
141,BURJ KHALIFA,25.194935,55.282665,5500000,2310,2380.95,3,4,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,100,8.701,1
142,AL BARSHA SOUTH FOURTH,25.051528,55.212972,813000,935,869.52,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
143,AL WASL,25.200221,55.264588,3399000,2084,1631.0,3,4,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,45,8.72888888888889,0
144,MARSA DUBAI,25.073151,55.136982,1589950,1302,1221.16,2,3,1,0,1,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.448,0
145,MARSA DUBAI,25.07359,55.126352,10560000,3638,2902.69,4,3,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,1,1,0,0,0,1,1,1,100,8.448,0
146,AL HEBIAH FOURTH,25.044572,55.218948,390000,849,459.36,1,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,12,8.208333333333334,0
147,AL THANYAH THIRD,25.089719,55.170481,1650000,1458,1131.69,2,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,28,7.825,1
148,MARSA DUBAI,25.072791,55.129829,1200000,1262,950.87,2,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
149,NAKHLAT JUMEIRA,25.112725,55.109525,5400000,4526,1193.11,4,5,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,99,8.488888888888889,0
150,MARSA DUBAI,25.07359,55.126352,14800000,5018,2949.38,5,5,2,1,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1,100,8.448,0
151,NAKHLAT JUMEIRA,25.112604,55.143347,1700000,1509,1126.57,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
152,MARSA DUBAI,25.07851,55.136283,810000,779,1039.79,1,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
153,BURJ KHALIFA,25.198796,55.271342,2350000,1391,1689.43,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
154,BURJ KHALIFA,25.194282,55.27886899999999,3000000,796,3768.84,1,2,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
155,AL THANYAH FIFTH,25.075364,55.14530799999999,920000,1315,699.62,3,2,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,51,8.21764705882353,2
156,NAKHLAT JUMEIRA,25.132519,55.151574,2000000,1040,1923.08,1,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
157,NAKHLAT JUMEIRA,25.106809,55.151201,1325000,1144,1158.22,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
158,BURJ KHALIFA,25.194186,55.269439,2850000,1244,2291.0,2,2,1,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
159,BURJ KHALIFA,25.194186,55.269439,1650000,792,2083.33,1,2,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
160,AL HEBIAH FOURTH,25.042264000000003,55.21736,410000,969,423.12,1,2,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,12,8.208333333333334,0
161,UMM SUQEIM FIRST,25.137409,55.188957,3700000,1860,1989.25,3,4,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,1,38,8.023684210526316,0
162,AL BARSHA SOUTH FOURTH,25.060247,55.203071,670000,726,922.87,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
163,BURJ KHALIFA,25.19045,55.272402,1100000,1182,930.63,1,2,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,100,8.701,1
164,AL THANYAH THIRD,25.091871,55.174751,620000,767,808.34,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,28,7.825,1
165,BUSINESS BAY,25.186477,55.282056,2000000,1414,1414.43,3,3,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,43,8.518604651162791,1
166,AL BARSHA SOUTH FOURTH,25.04675,55.200525,662000,634,1044.16,1,2,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
167,BURJ KHALIFA,25.196558,55.284162,1992888,858,2322.71,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.701,1
168,AL THANYAH FIFTH,25.071246,55.140806000000005,525000,569,922.67,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,51,8.21764705882353,2
169,MARSA DUBAI,25.075017000000003,55.137997,1990000,1556,1278.92,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
170,AL THANYAH FIFTH,25.067137,55.139751,767000,811,945.75,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,51,8.21764705882353,2
171,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.111798,55.247341000000006,1096888,650,1687.52,1,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,8.200000000000001,0
172,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.097805,55.245773,749888,482,1555.78,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,3,8.200000000000001,0
173,AL BARSHA SOUTH FOURTH,25.066013,55.212988,900000,1439,625.43,2,3,1,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8.275,0
174,AL BARSHA SOUTH FOURTH,25.058746,55.209389,575000,771,745.78,1,2,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,8.275,0
175,NAKHLAT JUMEIRA,25.106668,55.149275,1650000,1974,835.87,2,4,1,1,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,99,8.488888888888889,0
176,MARSA DUBAI,25.087251,55.145574,1600000,977,1637.67,1,2,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.448,0
177,AL THANYAH THIRD,25.078492,55.15864200000001,1900000,1436,1323.12,2,3,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,28,7.825,1
178,MARSA DUBAI,25.081622,55.141977,1700000,1694,1003.54,2,3,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.448,0
179,MARSA DUBAI,25.072291,55.130280000000006,1150000,1289,892.16,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
180,MARSA DUBAI,25.071504,55.128579,1200000,1468,817.44,2,3,2,0,1,1,0,1,1,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,100,8.448,0
181,BUSINESS BAY,25.183133,55.25658000000001,1400000,864,1620.37,1,2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,43,8.518604651162791,1
182,AL THANYAH FIFTH,25.064767,55.138814,875000,1327,659.38,2,3,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,51,8.21764705882353,2
183,AL THANYAH FIFTH,25.075364,55.14530799999999,640000,897,713.49,1,2,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,51,8.21764705882353,2
184,MARSA DUBAI,25.073156,55.132798,1150000,1684,682.9,2,2,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,100,8.448,0
185,BURJ KHALIFA,25.195237,55.271449,1275000,812,1570.2,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,100,8.701,1
186,BURJ KHALIFA,25.194186,55.269439,3000000,1150,2608.7,2,2,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,100,8.701,1
187,BURJ KHALIFA,25.198796,55.271342,2500000,1900,1315.79,3,4,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,1,0,100,8.701,1
188,BURJ KHALIFA,25.199782,55.277662,1450000,1020,1421.57,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,100,8.701,1
189,BURJ KHALIFA,25.186836,55.276951,949000,916,1036.03,1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,100,8.701,1
190,BURJ KHALIFA,25.197262,55.270028,880000,847,1038.96,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
192,MARSA DUBAI,25.076319,55.133627,2700000,3000,900.0,4,5,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1,100,8.448,0
193,NAKHLAT JUMEIRA,25.111229,55.136449,2950000,2248,1312.28,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
195,NAKHLAT JUMEIRA,25.110165,55.137511,3600000,2279,1579.64,3,4,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
196,BURJ KHALIFA,25.197316,55.274196,3999900,2008,1991.98,3,4,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,100,8.701,1
197,AL BARSHA SOUTH FOURTH,25.063265,55.21513100000001,410000,738,555.56,1,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,4,8.275,0
198,WADI AL SAFA 3,25.178369,55.312595,2100000,1457,1441.32,2,3,1,1,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,8.766666666666666,0
199,MARSA DUBAI,25.100553,55.141699,1464888,867,1689.61,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
200,MARSA DUBAI,25.074307,55.132694,1199999,1072,1119.4,1,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.448,0
201,MARSA DUBAI,25.077576,55.122612,3150000,1448,2175.41,2,3,1,0,0,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
202,MARSA DUBAI,25.077327,55.140317,1150000,768,1497.4,1,1,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
203,BUSINESS BAY,25.189282,55.28915799999999,925000,1395,663.08,1,2,1,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,43,8.518604651162791,1
204,BURJ KHALIFA,25.200879,55.276331000000006,4500000,1751,2569.96,2,3,1,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
205,MARSA DUBAI,25.088606,55.148208,800000,1219,656.28,2,3,1,0,1,1,1,1,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
206,AL BARSHA SOUTH FOURTH,25.064191,55.216245,625000,1007,620.66,2,2,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,4,8.275,0
207,BURJ KHALIFA,25.191527,55.274545,2650000,1365,1941.39,2,2,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
211,MARSA DUBAI,25.079385,55.141933,1450000,1970,736.04,3,4,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,100,8.448,0
212,NADD AL SHIBA FIRST,25.156237,55.301002,758500,590,1285.59,1,1,1,0,1,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11,8.754545454545454,0
213,JABAL ALI FIRST,25.02462,55.140434,1051938,1191,883.24,2,3,2,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,0,1,49,7.887755102040816,2
214,BUSINESS BAY,25.181115,55.264953000000006,7500000,7344,1021.24,3,5,1,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,43,8.518604651162791,1
215,AL BARSHA SOUTH FOURTH,25.066484,55.202948,600000,670,895.52,1,2,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,8.275,0
216,JUMEIRA FIRST,25.215192,55.235827,14000000,3168,4419.19,3,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,97,8.430927835051547,0
217,AL THANYAH THIRD,25.09003,55.170014,1699999,1642,1035.32,2,2,2,0,1,1,1,1,1,1,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,28,7.825,1
218,WARSAN FIRST,25.16774,55.40066,305000,743,410.5,1,2,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,7.639130434782608,0
219,HADAEQ SHEIKH MOHAMMED BIN RASHID,25.109367,55.247980000000005,1300000,1356,958.7,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8.200000000000001,0
220,BURJ KHALIFA,25.189039,55.274261,1250000,954,1310.27,1,1,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,100,8.701,1
221,MARSA DUBAI,25.090418,55.14874,1250000,1348,927.3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
222,NAKHLAT JUMEIRA,25.11257,55.136701,2350000,2524,931.06,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,8.488888888888889,0
223,MARSA DUBAI,25.086376,55.14736,1400000,822,1703.16,1,2,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.448,0
224,MARSA DUBAI,25.072375,55.136286,2750000,1674,1642.77,3,4,2,0,1,1,0,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,1,0,0,1,1,1,100,8.448,0
225,AL BARSHA SOUTH THIRD,25.06211,55.24355,683001,561,1217.47,1,1,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,2,8.5,0
226,MARSA DUBAI,25.080327,55.13821899999999,1690000,1877,900.37,3,4,1,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,100,8.448,0
227,BURJ KHALIFA,25.190874,55.281666,1450000,1390,1043.17,2,2,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.701,1
228,NAKHLAT JUMEIRA,25.106964,55.111349,2606000,1303,2000.0,2,3,2,1,1,1,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,1,0,99,8.488888888888889,0
229,AL THANYAH THIRD,25.088533,55.171838,1375000,1349,1019.27,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
230,NAKHLAT JUMEIRA,25.125472,55.153066,2600000,1475,1762.71,2,3,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,99,8.488888888888889,0
231,NAKHLAT JUMEIRA,25.132021,55.151405,7649000,2942,2599.93,3,4,1,1,1,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,99,8.488888888888889,0
232,AL BARSHA SOUTH FOURTH,25.057252,55.214303,480000,829,579.01,1,2,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8.275,0
233,MARSA DUBAI,25.084336,55.14925,2400000,1508,1591.51,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
234,MARSA DUBAI,25.074958,55.138542,800000,522,1532.57,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,100,8.448,0
235,BURJ KHALIFA,25.200879,55.276331000000006,10820000,2840,3809.86,4,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100,8.701,1
236,AL HEBIAH FIRST,25.046706,55.246714,629000,1051,598.48,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31,7.958064516129032,0
237,AL HEBIAH FOURTH,25.042351,55.205661,430000,793,542.24,1,2,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8.208333333333334,0
238,AL BARSHA SOUTH FOURTH,25.058632,55.202774,410000,796,515.08,1,2,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,4,8.275,0
239,AL THANYAH THIRD,25.089719,55.170481,1690000,1305,1295.02,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,7.825,1
240,AL THANYAH FIFTH,25.07913,55.154713,400888,415,966.0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,51,8.21764705882353,2
241,BURJ KHALIFA,25.192471,55.274609,2100000,1312,1600.61,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.701,1
242,AL HEBIAH THIRD,25.015253,55.253831000000005,650000,825,787.88,1,2,1,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,8.1,0
243,MARSA DUBAI,25.090009,55.146294,1290000,2173,593.65,3,3,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0,100,8.448,0
244,AL HEBIAH FOURTH,25.042779,55.22176999999999,420000,768,546.88,1,1,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,12,8.208333333333334,0
245,MARSA DUBAI,25.074307,55.132694,1950000,1410,1382.98,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,8.448,0
246,BURJ KHALIFA,25.187093,55.278912,1600000,1450,1103.45,2,3,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,100,8.701,1
247,MARSA DUBAI,25.087926,55.149224,685000,844,811.61,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,100,8.448,0
